Label: Vasto lateral direito: EMG 1->Scale->Math->Filter Sampling frequency: 1,925926e+003 Number of points: 58682 X start: 0,000000e+000 Unit: Volts Domain Unit: s
X [s]	Vasto lateral direito: EMG 1->Scale->Math->Filter [Volts]
4,382308e-001	2,300439e-005
4,387500e-001	2,295114e-005
4,392692e-001	2,290880e-005
4,397885e-001	2,287379e-005
4,403077e-001	2,284124e-005
4,408269e-001	2,280845e-005
4,413462e-001	2,277473e-005
4,418654e-001	2,273828e-005
4,423846e-001	2,269720e-005
4,429038e-001	2,265222e-005
4,434231e-001	2,260351e-005
4,439423e-001	2,254957e-005
4,444615e-001	2,248971e-005
4,449808e-001	2,242383e-005
4,455000e-001	2,235177e-005
4,460192e-001	2,227379e-005
4,465385e-001	2,219066e-005
4,470577e-001	2,210311e-005
4,475769e-001	2,201176e-005
4,480962e-001	2,191747e-005
4,486154e-001	2,182075e-005
4,491346e-001	2,172125e-005
4,496538e-001	2,161967e-005
4,501731e-001	2,151799e-005
4,506923e-001	2,141634e-005
4,512115e-001	2,131262e-005
4,517308e-001	2,120545e-005
4,522500e-001	2,109560e-005
4,527692e-001	2,098451e-005
4,532885e-001	2,087262e-005
4,538077e-001	2,075947e-005
4,543269e-001	2,064499e-005
4,548462e-001	2,053000e-005
4,553654e-001	2,041488e-005
4,558846e-001	2,029917e-005
4,564038e-001	2,018318e-005
4,569231e-001	2,006774e-005
4,574423e-001	1,995229e-005
4,579615e-001	1,983501e-005
4,584808e-001	1,971453e-005
4,590000e-001	1,959043e-005
4,595192e-001	1,946324e-005
4,600385e-001	1,933444e-005
4,605577e-001	1,920539e-005
4,610769e-001	1,907705e-005
4,615962e-001	1,895032e-005
4,621154e-001	1,882580e-005
4,626346e-001	1,870333e-005
4,631538e-001	1,858228e-005
4,636731e-001	1,846214e-005
4,641923e-001	1,834224e-005
4,647115e-001	1,822142e-005
4,652308e-001	1,809888e-005
4,657500e-001	1,797479e-005
4,662692e-001	1,784989e-005
4,667885e-001	1,772504e-005
4,673077e-001	1,760120e-005
4,678269e-001	1,747892e-005
4,683462e-001	1,735748e-005
4,688654e-001	1,723559e-005
4,693846e-001	1,711260e-005
4,699038e-001	1,698822e-005
4,704231e-001	1,686201e-005
4,709423e-001	1,673386e-005
4,714615e-001	1,660410e-005
4,719808e-001	1,647267e-005
4,725000e-001	1,633918e-005
4,730192e-001	1,620364e-005
4,735385e-001	1,606678e-005
4,740577e-001	1,592983e-005
4,745769e-001	1,579339e-005
4,750962e-001	1,565716e-005
4,756154e-001	1,552067e-005
4,761346e-001	1,538331e-005
4,766538e-001	1,524511e-005
4,771731e-001	1,510715e-005
4,776923e-001	1,497014e-005
4,782115e-001	1,483373e-005
4,787308e-001	1,469779e-005
4,792500e-001	1,456307e-005
4,797692e-001	1,443018e-005
4,802885e-001	1,429852e-005
4,808077e-001	1,416718e-005
4,813269e-001	1,403600e-005
4,818462e-001	1,390487e-005
4,823654e-001	1,377376e-005
4,828846e-001	1,364315e-005
4,834038e-001	1,351289e-005
4,839231e-001	1,338213e-005
4,844423e-001	1,325124e-005
4,849615e-001	1,312222e-005
4,854808e-001	1,299626e-005
4,860000e-001	1,287283e-005
4,865192e-001	1,275100e-005
4,870385e-001	1,263055e-005
4,875577e-001	1,251231e-005
4,880769e-001	1,239723e-005
4,885962e-001	1,228482e-005
4,891154e-001	1,217368e-005
4,896346e-001	1,206342e-005
4,901538e-001	1,195457e-005
4,906731e-001	1,184716e-005
4,911923e-001	1,174038e-005
4,917115e-001	1,163355e-005
4,922308e-001	1,152729e-005
4,927500e-001	1,142313e-005
4,932692e-001	1,132172e-005
4,937885e-001	1,122220e-005
4,943077e-001	1,112366e-005
4,948269e-001	1,102600e-005
4,953462e-001	1,092926e-005
4,958654e-001	1,083370e-005
4,963846e-001	1,073999e-005
4,969038e-001	1,064866e-005
4,974231e-001	1,056019e-005
4,979423e-001	1,047520e-005
4,984615e-001	1,039410e-005
4,989808e-001	1,031677e-005
4,995000e-001	1,024256e-005
5,000192e-001	1,017093e-005
5,005385e-001	1,010158e-005
5,010577e-001	1,003439e-005
5,015769e-001	9,969948e-006
5,020962e-001	9,909280e-006
5,026154e-001	9,852178e-006
5,031346e-001	9,796371e-006
5,036538e-001	9,739812e-006
5,041731e-001	9,682429e-006
5,046923e-001	9,624619e-006
5,052115e-001	9,566416e-006
5,057308e-001	9,507629e-006
5,062500e-001	9,447927e-006
5,067692e-001	9,387261e-006
5,072885e-001	9,325873e-006
5,078077e-001	9,264366e-006
5,083269e-001	9,203521e-006
5,088462e-001	9,143661e-006
5,093654e-001	9,084511e-006
5,098846e-001	9,025304e-006
5,104038e-001	8,965376e-006
5,109231e-001	8,904818e-006
5,114423e-001	8,843765e-006
5,119615e-001	8,781789e-006
5,124808e-001	8,718427e-006
5,130000e-001	8,653868e-006
5,135192e-001	8,589243e-006
5,140385e-001	8,525940e-006
5,145577e-001	8,464426e-006
5,150769e-001	8,404036e-006
5,155962e-001	8,343976e-006
5,161154e-001	8,283780e-006
5,166346e-001	8,223299e-006
5,171538e-001	8,163475e-006
5,176731e-001	8,105643e-006
5,181923e-001	8,049498e-006
5,187115e-001	7,993510e-006
5,192308e-001	7,936991e-006
5,197500e-001	7,880328e-006
5,202692e-001	7,823644e-006
5,207885e-001	7,766448e-006
5,213077e-001	7,708744e-006
5,218269e-001	7,651383e-006
5,223462e-001	7,595003e-006
5,228654e-001	7,539455e-006
5,233846e-001	7,484175e-006
5,239038e-001	7,428682e-006
5,244231e-001	7,372906e-006
5,249423e-001	7,317067e-006
5,254615e-001	7,261012e-006
5,259808e-001	7,204385e-006
5,265000e-001	7,147093e-006
5,270192e-001	7,089082e-006
5,275385e-001	7,030631e-006
5,280577e-001	6,972241e-006
5,285769e-001	6,913947e-006
5,290962e-001	6,855417e-006
5,296154e-001	6,796775e-006
5,301346e-001	6,738799e-006
5,306538e-001	6,681685e-006
5,311731e-001	6,625079e-006
5,316923e-001	6,569533e-006
5,322115e-001	6,516160e-006
5,327308e-001	6,465722e-006
5,332500e-001	6,418750e-006
5,337692e-001	6,375504e-006
5,342885e-001	6,336187e-006
5,348077e-001	6,301411e-006
5,353269e-001	6,271530e-006
5,358462e-001	6,245636e-006
5,363654e-001	6,222254e-006
5,368846e-001	6,200682e-006
5,374038e-001	6,180559e-006
5,379231e-001	6,161100e-006
5,384423e-001	6,142119e-006
5,389615e-001	6,124169e-006
5,394808e-001	6,107006e-006
5,400000e-001	6,089574e-006
5,405192e-001	6,071116e-006
5,410385e-001	6,051269e-006
5,415577e-001	6,029869e-006
5,420769e-001	6,007255e-006
5,425962e-001	5,984045e-006
5,431154e-001	5,960297e-006
5,436346e-001	5,935601e-006
5,441538e-001	5,909864e-006
5,446731e-001	5,883174e-006
5,451923e-001	5,855373e-006
5,457115e-001	5,826391e-006
5,462308e-001	5,796463e-006
5,467500e-001	5,766411e-006
5,472692e-001	5,737914e-006
5,477885e-001	5,712513e-006
5,483077e-001	5,690947e-006
5,488269e-001	5,673730e-006
5,493462e-001	5,661214e-006
5,498654e-001	5,653194e-006
5,503846e-001	5,649311e-006
5,509038e-001	5,649454e-006
5,514231e-001	5,653192e-006
5,519423e-001	5,659432e-006
5,524615e-001	5,666855e-006
5,529808e-001	5,674593e-006
5,535000e-001	5,682762e-006
5,540192e-001	5,692051e-006
5,545385e-001	5,702652e-006
5,550577e-001	5,714268e-006
5,555769e-001	5,726803e-006
5,560962e-001	5,740243e-006
5,566154e-001	5,754510e-006
5,571346e-001	5,769737e-006
5,576538e-001	5,785923e-006
5,581731e-001	5,802556e-006
5,586923e-001	5,818944e-006
5,592115e-001	5,834624e-006
5,597308e-001	5,849481e-006
5,602500e-001	5,863515e-006
5,607692e-001	5,876728e-006
5,612885e-001	5,889186e-006
5,618077e-001	5,900903e-006
5,623269e-001	5,911800e-006
5,628462e-001	5,921704e-006
5,633654e-001	5,930412e-006
5,638846e-001	5,937923e-006
5,644038e-001	5,944410e-006
5,649231e-001	5,950043e-006
5,654423e-001	5,954795e-006
5,659615e-001	5,958161e-006
5,664808e-001	5,959695e-006
5,670000e-001	5,959495e-006
5,675192e-001	5,957514e-006
5,680385e-001	5,953863e-006
5,685577e-001	5,949344e-006
5,690769e-001	5,944349e-006
5,695962e-001	5,938381e-006
5,701154e-001	5,930813e-006
5,706346e-001	5,921626e-006
5,711538e-001	5,911525e-006
5,716731e-001	5,901228e-006
5,721923e-001	5,890936e-006
5,727115e-001	5,880396e-006
5,732308e-001	5,869043e-006
5,737500e-001	5,856359e-006
5,742692e-001	5,842288e-006
5,747885e-001	5,827002e-006
5,753077e-001	5,810444e-006
5,758269e-001	5,792574e-006
5,763462e-001	5,773773e-006
5,768654e-001	5,754679e-006
5,773846e-001	5,735582e-006
5,779038e-001	5,716281e-006
5,784231e-001	5,696707e-006
5,789423e-001	5,676877e-006
5,794615e-001	5,656436e-006
5,799808e-001	5,635215e-006
5,805000e-001	5,613726e-006
5,810192e-001	5,592577e-006
5,815385e-001	5,571925e-006
5,820577e-001	5,551461e-006
5,825769e-001	5,530755e-006
5,830962e-001	5,509469e-006
5,836154e-001	5,487211e-006
5,841346e-001	5,463760e-006
5,846538e-001	5,439572e-006
5,851731e-001	5,415607e-006
5,856923e-001	5,392524e-006
5,862115e-001	5,370659e-006
5,867308e-001	5,350342e-006
5,872500e-001	5,331392e-006
5,877692e-001	5,313123e-006
5,882885e-001	5,295283e-006
5,888077e-001	5,277963e-006
5,893269e-001	5,260626e-006
5,898462e-001	5,242432e-006
5,903654e-001	5,223362e-006
5,908846e-001	5,204024e-006
5,914038e-001	5,184416e-006
5,919231e-001	5,164089e-006
5,924423e-001	5,143086e-006
5,929615e-001	5,121979e-006
5,934808e-001	5,101418e-006
5,940000e-001	5,081268e-006
5,945192e-001	5,060693e-006
5,950385e-001	5,039280e-006
5,955577e-001	5,017284e-006
5,960769e-001	4,995274e-006
5,965962e-001	4,973818e-006
5,971154e-001	4,952863e-006
5,976346e-001	4,931633e-006
5,981538e-001	4,909488e-006
5,986731e-001	4,886588e-006
5,991923e-001	4,863844e-006
5,997115e-001	4,842189e-006
6,002308e-001	4,821955e-006
6,007500e-001	4,803045e-006
6,012692e-001	4,785240e-006
6,017885e-001	4,768065e-006
6,023077e-001	4,751528e-006
6,028269e-001	4,736786e-006
6,033462e-001	4,724789e-006
6,038654e-001	4,715034e-006
6,043846e-001	4,706166e-006
6,049038e-001	4,697539e-006
6,054231e-001	4,689102e-006
6,059423e-001	4,680117e-006
6,064615e-001	4,670216e-006
6,069808e-001	4,660151e-006
6,075000e-001	4,650649e-006
6,080192e-001	4,642100e-006
6,085385e-001	4,634961e-006
6,090577e-001	4,629965e-006
6,095769e-001	4,628049e-006
6,100962e-001	4,630026e-006
6,106154e-001	4,636318e-006
6,111346e-001	4,646404e-006
6,116538e-001	4,658398e-006
6,121731e-001	4,670179e-006
6,126923e-001	4,680882e-006
6,132115e-001	4,690485e-006
6,137308e-001	4,698726e-006
6,142500e-001	4,705991e-006
6,147692e-001	4,713826e-006
6,152885e-001	4,722949e-006
6,158077e-001	4,732201e-006
6,163269e-001	4,740436e-006
6,168462e-001	4,747681e-006
6,173654e-001	4,754006e-006
6,178846e-001	4,759051e-006
6,184038e-001	4,762592e-006
6,189231e-001	4,765069e-006
6,194423e-001	4,766911e-006
6,199615e-001	4,767863e-006
6,204808e-001	4,767659e-006
6,210000e-001	4,766171e-006
6,215192e-001	4,763308e-006
6,220385e-001	4,759347e-006
6,225577e-001	4,754576e-006
6,230769e-001	4,749420e-006
6,235962e-001	4,745061e-006
6,241154e-001	4,742311e-006
6,246346e-001	4,740599e-006
6,251538e-001	4,738679e-006
6,256731e-001	4,735598e-006
6,261923e-001	4,731260e-006
6,267115e-001	4,726421e-006
6,272308e-001	4,721786e-006
6,277500e-001	4,716967e-006
6,282692e-001	4,711186e-006
6,287885e-001	4,704278e-006
6,293077e-001	4,696678e-006
6,298269e-001	4,689064e-006
6,303462e-001	4,681552e-006
6,308654e-001	4,673933e-006
6,313846e-001	4,666134e-006
6,319038e-001	4,657777e-006
6,324231e-001	4,648384e-006
6,329423e-001	4,637812e-006
6,334615e-001	4,626480e-006
6,339808e-001	4,615599e-006
6,345000e-001	4,606186e-006
6,350192e-001	4,598204e-006
6,355385e-001	4,591521e-006
6,360577e-001	4,586569e-006
6,365769e-001	4,583479e-006
6,370962e-001	4,581704e-006
6,376154e-001	4,580985e-006
6,381346e-001	4,581741e-006
6,386538e-001	4,584398e-006
6,391731e-001	4,588548e-006
6,396923e-001	4,592918e-006
6,402115e-001	4,596537e-006
6,407308e-001	4,599202e-006
6,412500e-001	4,600760e-006
6,417692e-001	4,601098e-006
6,422885e-001	4,600681e-006
6,428077e-001	4,600298e-006
6,433269e-001	4,600141e-006
6,438462e-001	4,599980e-006
6,443654e-001	4,599847e-006
6,448846e-001	4,599901e-006
6,454038e-001	4,599849e-006
6,459231e-001	4,599694e-006
6,464423e-001	4,600719e-006
6,469615e-001	4,603502e-006
6,474808e-001	4,606696e-006
6,480000e-001	4,608862e-006
6,485192e-001	4,610076e-006
6,490385e-001	4,611468e-006
6,495577e-001	4,613483e-006
6,500769e-001	4,615300e-006
6,505962e-001	4,615981e-006
6,511154e-001	4,615363e-006
6,516346e-001	4,613562e-006
6,521538e-001	4,610387e-006
6,526731e-001	4,605829e-006
6,531923e-001	4,600215e-006
6,537115e-001	4,593913e-006
6,542308e-001	4,587873e-006
6,547500e-001	4,582474e-006
6,552692e-001	4,577605e-006
6,557885e-001	4,574310e-006
6,563077e-001	4,572324e-006
6,568269e-001	4,570201e-006
6,573462e-001	4,568460e-006
6,578654e-001	4,568323e-006
6,583846e-001	4,569458e-006
6,589038e-001	4,570742e-006
6,594231e-001	4,571512e-006
6,599423e-001	4,571960e-006
6,604615e-001	4,572941e-006
6,609808e-001	4,574458e-006
6,615000e-001	4,575663e-006
6,620192e-001	4,576451e-006
6,625385e-001	4,577057e-006
6,630577e-001	4,577118e-006
6,635769e-001	4,576505e-006
6,640962e-001	4,575701e-006
6,646154e-001	4,574695e-006
6,651346e-001	4,572997e-006
6,656538e-001	4,570578e-006
6,661731e-001	4,567763e-006
6,666923e-001	4,564468e-006
6,672115e-001	4,560627e-006
6,677308e-001	4,557009e-006
6,682500e-001	4,553882e-006
6,687692e-001	4,550337e-006
6,692885e-001	4,545633e-006
6,698077e-001	4,539981e-006
6,703269e-001	4,534577e-006
6,708462e-001	4,530970e-006
6,713654e-001	4,530411e-006
6,718846e-001	4,533296e-006
6,724038e-001	4,538810e-006
6,729231e-001	4,546110e-006
6,734423e-001	4,555256e-006
6,739615e-001	4,566548e-006
6,744808e-001	4,580322e-006
6,750000e-001	4,596906e-006
6,755192e-001	4,615881e-006
6,760385e-001	4,635942e-006
6,765577e-001	4,655881e-006
6,770769e-001	4,675710e-006
6,775962e-001	4,696466e-006
6,781154e-001	4,718981e-006
6,786346e-001	4,743262e-006
6,791538e-001	4,768868e-006
6,796731e-001	4,795384e-006
6,801923e-001	4,822743e-006
6,807115e-001	4,851473e-006
6,812308e-001	4,882358e-006
6,817500e-001	4,915937e-006
6,822692e-001	4,952282e-006
6,827885e-001	4,990521e-006
6,833077e-001	5,029209e-006
6,838269e-001	5,067824e-006
6,843462e-001	5,106672e-006
6,848654e-001	5,145173e-006
6,853846e-001	5,181847e-006
6,859038e-001	5,215930e-006
6,864231e-001	5,247799e-006
6,869423e-001	5,278482e-006
6,874615e-001	5,309038e-006
6,879808e-001	5,339749e-006
6,885000e-001	5,369894e-006
6,890192e-001	5,398404e-006
6,895385e-001	5,425008e-006
6,900577e-001	5,450309e-006
6,905769e-001	5,474430e-006
6,910962e-001	5,496864e-006
6,916154e-001	5,517408e-006
6,921346e-001	5,536268e-006
6,926538e-001	5,553962e-006
6,931731e-001	5,571509e-006
6,936923e-001	5,589562e-006
6,942115e-001	5,607269e-006
6,947308e-001	5,623254e-006
6,952500e-001	5,637189e-006
6,957692e-001	5,649223e-006
6,962885e-001	5,659353e-006
6,968077e-001	5,667709e-006
6,973269e-001	5,674160e-006
6,978462e-001	5,678578e-006
6,983654e-001	5,681066e-006
6,988846e-001	5,681835e-006
6,994038e-001	5,681750e-006
6,999231e-001	5,681746e-006
7,004423e-001	5,681629e-006
7,009615e-001	5,680457e-006
7,014808e-001	5,677923e-006
7,020000e-001	5,674562e-006
7,025192e-001	5,670814e-006
7,030385e-001	5,666338e-006
7,035577e-001	5,660420e-006
7,040769e-001	5,653341e-006
7,045962e-001	5,646145e-006
7,051154e-001	5,638725e-006
7,056346e-001	5,630082e-006
7,061538e-001	5,619964e-006
7,066731e-001	5,608894e-006
7,071923e-001	5,597369e-006
7,077115e-001	5,585196e-006
7,082308e-001	5,572030e-006
7,087500e-001	5,558190e-006
7,092692e-001	5,543749e-006
7,097885e-001	5,528456e-006
7,103077e-001	5,512581e-006
7,108269e-001	5,496481e-006
7,113462e-001	5,480537e-006
7,118654e-001	5,465232e-006
7,123846e-001	5,450650e-006
7,129038e-001	5,436600e-006
7,134231e-001	5,423378e-006
7,139423e-001	5,412264e-006
7,144615e-001	5,404821e-006
7,149808e-001	5,401914e-006
7,155000e-001	5,404188e-006
7,160192e-001	5,412638e-006
7,165385e-001	5,427173e-006
7,170577e-001	5,445443e-006
7,175769e-001	5,464471e-006
7,180962e-001	5,482917e-006
7,186154e-001	5,501270e-006
7,191346e-001	5,520198e-006
7,196538e-001	5,539534e-006
7,201731e-001	5,558940e-006
7,206923e-001	5,578566e-006
7,212115e-001	5,599296e-006
7,217308e-001	5,622357e-006
7,222500e-001	5,647853e-006
7,227692e-001	5,674347e-006
7,232885e-001	5,700215e-006
7,238077e-001	5,724312e-006
7,243269e-001	5,746068e-006
7,248462e-001	5,766084e-006
7,253654e-001	5,785632e-006
7,258846e-001	5,805183e-006
7,264038e-001	5,824377e-006
7,269231e-001	5,843376e-006
7,274423e-001	5,862996e-006
7,279615e-001	5,882732e-006
7,284808e-001	5,902076e-006
7,290000e-001	5,923963e-006
7,295192e-001	5,952720e-006
7,300385e-001	5,991143e-006
7,305577e-001	6,039275e-006
7,310769e-001	6,092476e-006
7,315962e-001	6,146679e-006
7,321154e-001	6,203662e-006
7,326346e-001	6,263920e-006
7,331538e-001	6,324683e-006
7,336731e-001	6,385929e-006
7,341923e-001	6,448919e-006
7,347115e-001	6,512446e-006
7,352308e-001	6,574292e-006
7,357500e-001	6,633278e-006
7,362692e-001	6,690085e-006
7,367885e-001	6,748226e-006
7,373077e-001	6,811535e-006
7,378269e-001	6,881609e-006
7,383462e-001	6,958510e-006
7,388654e-001	7,041348e-006
7,393846e-001	7,128505e-006
7,399038e-001	7,218741e-006
7,404231e-001	7,312163e-006
7,409423e-001	7,409191e-006
7,414615e-001	7,509260e-006
7,419808e-001	7,611126e-006
7,425000e-001	7,713613e-006
7,430192e-001	7,815449e-006
7,435385e-001	7,914785e-006
7,440577e-001	8,010004e-006
7,445769e-001	8,101262e-006
7,450962e-001	8,190619e-006
7,456154e-001	8,280719e-006
7,461346e-001	8,373702e-006
7,466538e-001	8,471137e-006
7,471731e-001	8,575044e-006
7,476923e-001	8,688217e-006
7,482115e-001	8,812283e-006
7,487308e-001	8,945488e-006
7,492500e-001	9,082951e-006
7,497692e-001	9,220020e-006
7,502885e-001	9,355660e-006
7,508077e-001	9,492278e-006
7,513269e-001	9,632903e-006
7,518462e-001	9,778781e-006
7,523654e-001	9,929922e-006
7,528846e-001	1,008776e-005
7,534038e-001	1,025532e-005
7,539231e-001	1,043381e-005
7,544423e-001	1,061975e-005
7,549615e-001	1,080628e-005
7,554808e-001	1,098741e-005
7,560000e-001	1,116092e-005
7,565192e-001	1,132668e-005
7,570385e-001	1,148468e-005
7,575577e-001	1,163600e-005
7,580769e-001	1,178427e-005
7,585962e-001	1,193517e-005
7,591154e-001	1,209151e-005
7,596346e-001	1,224980e-005
7,601538e-001	1,240420e-005
7,606731e-001	1,255144e-005
7,611923e-001	1,269197e-005
7,617115e-001	1,282840e-005
7,622308e-001	1,296183e-005
7,627500e-001	1,309057e-005
7,632692e-001	1,321491e-005
7,637885e-001	1,334044e-005
7,643077e-001	1,347470e-005
7,648269e-001	1,362448e-005
7,653462e-001	1,379572e-005
7,658654e-001	1,399067e-005
7,663846e-001	1,420523e-005
7,669038e-001	1,443286e-005
7,674231e-001	1,467160e-005
7,679423e-001	1,492319e-005
7,684615e-001	1,518553e-005
7,689808e-001	1,544978e-005
7,695000e-001	1,571089e-005
7,700192e-001	1,597448e-005
7,705385e-001	1,624505e-005
7,710577e-001	1,652036e-005
7,715769e-001	1,679729e-005
7,720962e-001	1,707616e-005
7,726154e-001	1,736084e-005
7,731346e-001	1,765400e-005
7,736538e-001	1,795390e-005
7,741731e-001	1,825654e-005
7,746923e-001	1,855884e-005
7,752115e-001	1,885975e-005
7,757308e-001	1,915945e-005
7,762500e-001	1,946012e-005
7,767692e-001	1,976776e-005
7,772885e-001	2,009044e-005
7,778077e-001	2,043173e-005
7,783269e-001	2,078764e-005
7,788462e-001	2,115171e-005
7,793654e-001	2,152067e-005
7,798846e-001	2,189509e-005
7,804038e-001	2,227436e-005
7,809231e-001	2,265037e-005
7,814423e-001	2,301468e-005
7,819615e-001	2,336748e-005
7,824808e-001	2,371011e-005
7,830000e-001	2,403948e-005
7,835192e-001	2,435262e-005
7,840385e-001	2,465020e-005
7,845577e-001	2,493611e-005
7,850769e-001	2,521184e-005
7,855962e-001	2,547851e-005
7,861154e-001	2,574499e-005
7,866346e-001	2,601787e-005
7,871538e-001	2,629224e-005
7,876731e-001	2,656386e-005
7,881923e-001	2,684000e-005
7,887115e-001	2,713016e-005
7,892308e-001	2,743107e-005
7,897500e-001	2,772845e-005
7,902692e-001	2,801164e-005
7,907885e-001	2,827973e-005
7,913077e-001	2,853522e-005
7,918269e-001	2,877838e-005
7,923462e-001	2,900744e-005
7,928654e-001	2,922372e-005
7,933846e-001	2,943451e-005
7,939038e-001	2,964756e-005
7,944231e-001	2,986506e-005
7,949423e-001	3,008553e-005
7,954615e-001	3,030857e-005
7,959808e-001	3,053586e-005
7,965000e-001	3,076939e-005
7,970192e-001	3,101012e-005
7,975385e-001	3,125785e-005
7,980577e-001	3,151108e-005
7,985769e-001	3,176745e-005
7,990962e-001	3,202529e-005
7,996154e-001	3,228351e-005
8,001346e-001	3,253938e-005
8,006538e-001	3,278973e-005
8,011731e-001	3,303436e-005
8,016923e-001	3,327523e-005
8,022115e-001	3,351259e-005
8,027308e-001	3,374483e-005
8,032500e-001	3,397120e-005
8,037692e-001	3,419015e-005
8,042885e-001	3,439980e-005
