Label: Vasto lateral direito: EMG 1->Scale->Math Sampling frequency: 1,925926e+003 Number of points: 58682 X start: 0,000000e+000 Unit: Volts Domain Unit: s
X [s]	Vasto lateral direito: EMG 1->Scale->Math [Volts]
4,283654e-001	7,120165e-006
4,288846e-001	1,356222e-005
4,294038e-001	1,000214e-005
4,299231e-001	8,306859e-006
4,304423e-001	2,373388e-005
4,309615e-001	2,542916e-005
4,314808e-001	1,169741e-005
4,320000e-001	1,695277e-007
4,325192e-001	3,729610e-006
4,330385e-001	1,440986e-005
4,335577e-001	2,339483e-005
4,340769e-001	2,237766e-005
4,345962e-001	1,983475e-005
4,351154e-001	2,797208e-005
4,356346e-001	4,068666e-005
4,361538e-001	4,424674e-005
4,366731e-001	3,780468e-005
4,371923e-001	2,831113e-005
4,377115e-001	3,136263e-005
4,382308e-001	4,729824e-005
4,387500e-001	5,238407e-005
4,392692e-001	3,983902e-005
4,397885e-001	2,492058e-005
4,403077e-001	1,780041e-005
4,408269e-001	1,881758e-005
4,413462e-001	1,644419e-005
4,418654e-001	8,476387e-007
4,423846e-001	1,322316e-005
4,429038e-001	1,034119e-005
4,434231e-001	4,238194e-006
4,439423e-001	2,203861e-006
4,444615e-001	3,221027e-006
4,449808e-001	3,390555e-007
4,455000e-001	1,356222e-006
4,460192e-001	2,881972e-006
4,465385e-001	4,916305e-006
4,470577e-001	5,255360e-006
4,475769e-001	7,459220e-006
4,480962e-001	1,034119e-005
4,486154e-001	6,611582e-006
4,491346e-001	6,272526e-006
4,496538e-001	1,695277e-005
4,501731e-001	1,593561e-005
4,506923e-001	8,137332e-006
4,512115e-001	2,203861e-006
4,517308e-001	6,272526e-006
4,522500e-001	1,068025e-005
4,527692e-001	1,186694e-005
4,532885e-001	8,984970e-006
4,538077e-001	7,967803e-006
4,543269e-001	1,135836e-005
4,548462e-001	1,339269e-005
4,553654e-001	9,324025e-006
4,558846e-001	1,017166e-005
4,564038e-001	1,508797e-005
4,569231e-001	1,271458e-005
4,574423e-001	6,272526e-006
4,579615e-001	1,864805e-006
4,584808e-001	1,525750e-006
4,590000e-001	8,476387e-007
4,595192e-001	6,611582e-006
4,600385e-001	9,832609e-006
4,605577e-001	1,135836e-005
4,610769e-001	1,440986e-005
4,615962e-001	1,610514e-005
4,621154e-001	1,593561e-005
4,626346e-001	1,305364e-005
4,631538e-001	1,237552e-005
4,636731e-001	1,118883e-005
4,641923e-001	6,950637e-006
4,647115e-001	3,899138e-006
4,652308e-001	4,916305e-006
4,657500e-001	6,950637e-006
4,662692e-001	8,645915e-006
4,667885e-001	1,152789e-005
4,673077e-001	1,390127e-005
4,678269e-001	1,169741e-005
4,683462e-001	6,272526e-006
4,688654e-001	5,255360e-006
4,693846e-001	5,255360e-006
4,699038e-001	2,542916e-006
4,704231e-001	2,203861e-006
4,709423e-001	3,560082e-006
4,714615e-001	3,560082e-006
4,719808e-001	5,085832e-007
4,725000e-001	1,525750e-006
4,730192e-001	1,525750e-006
4,735385e-001	7,120165e-006
4,740577e-001	7,967803e-006
4,745769e-001	6,442054e-006
4,750962e-001	5,255360e-006
4,756154e-001	3,390555e-006
4,761346e-001	1,525750e-006
4,766538e-001	6,442054e-006
4,771731e-001	9,154497e-006
4,776923e-001	5,933471e-006
4,782115e-001	5,594415e-006
4,787308e-001	7,798276e-006
4,792500e-001	1,118883e-005
4,797692e-001	8,476387e-006
4,802885e-001	4,238194e-006
4,808077e-001	5,594415e-006
4,813269e-001	4,916305e-006
4,818462e-001	3,390555e-006
4,823654e-001	6,272526e-006
4,828846e-001	6,442054e-006
4,834038e-001	1,525750e-006
4,839231e-001	1,525750e-006
4,844423e-001	9,832609e-006
4,849615e-001	1,373175e-005
4,854808e-001	1,034119e-005
4,860000e-001	7,967803e-006
4,865192e-001	6,442054e-006
4,870385e-001	9,493552e-006
4,875577e-001	1,373175e-005
4,880769e-001	1,237552e-005
4,885962e-001	6,102998e-006
4,891154e-001	5,594415e-006
4,896346e-001	8,476387e-006
4,901538e-001	8,815442e-006
4,906731e-001	5,594415e-006
4,911923e-001	2,881972e-006
4,917115e-001	4,238194e-006
4,922308e-001	1,034119e-005
4,927500e-001	1,271458e-005
4,932692e-001	8,984970e-006
4,937885e-001	5,255360e-006
4,943077e-001	6,950637e-006
4,948269e-001	6,272526e-006
4,953462e-001	6,102998e-006
4,958654e-001	9,663081e-006
4,963846e-001	1,000214e-005
4,969038e-001	1,135836e-005
4,974231e-001	1,373175e-005
4,979423e-001	1,474891e-005
4,984615e-001	1,525750e-005
4,989808e-001	1,271458e-005
4,995000e-001	1,135836e-005
5,000192e-001	1,135836e-005
5,005385e-001	1,000214e-005
5,010577e-001	1,186694e-005
5,015769e-001	1,610514e-005
5,020962e-001	1,712230e-005
5,026154e-001	9,493552e-006
5,031346e-001	5,085832e-007
5,036538e-001	4,577249e-006
5,041731e-001	4,238194e-006
5,046923e-001	4,577249e-006
5,052115e-001	4,238194e-006
5,057308e-001	2,203861e-006
5,062500e-001	2,712444e-006
5,067692e-001	2,712444e-006
5,072885e-001	4,238194e-006
5,078077e-001	7,120165e-006
5,083269e-001	7,798276e-006
5,088462e-001	6,950637e-006
5,093654e-001	5,085832e-006
5,098846e-001	1,525750e-006
5,104038e-001	3,221027e-006
5,109231e-001	3,899138e-006
5,114423e-001	1,864805e-006
5,119615e-001	3,390555e-007
5,124808e-001	0,000000e+000
5,130000e-001	3,560082e-006
5,135192e-001	8,137332e-006
5,140385e-001	9,832609e-006
5,145577e-001	6,950637e-006
5,150769e-001	4,238194e-006
5,155962e-001	4,238194e-006
5,161154e-001	1,864805e-006
5,166346e-001	4,746776e-006
5,171538e-001	1,101930e-005
5,176731e-001	9,663081e-006
5,181923e-001	3,221027e-006
5,187115e-001	1,525750e-006
5,192308e-001	3,899138e-006
5,197500e-001	4,577249e-006
5,202692e-001	1,864805e-006
5,207885e-001	1,186694e-006
5,213077e-001	4,916305e-006
5,218269e-001	6,781110e-006
5,223462e-001	5,933471e-006
5,228654e-001	4,238194e-006
5,233846e-001	2,542916e-006
5,239038e-001	2,373388e-006
5,244231e-001	3,390555e-006
5,249423e-001	3,560082e-006
5,254615e-001	3,390555e-007
5,259808e-001	2,542916e-006
5,265000e-001	0,000000e+000
5,270192e-001	1,864805e-006
5,275385e-001	3,221027e-006
5,280577e-001	3,560082e-006
5,285769e-001	1,695277e-006
5,290962e-001	1,356222e-006
5,296154e-001	4,916305e-006
5,301346e-001	6,102998e-006
5,306538e-001	2,203861e-006
5,311731e-001	5,085832e-006
5,316923e-001	8,984970e-006
5,322115e-001	1,017166e-005
5,327308e-001	1,237552e-005
5,332500e-001	1,305364e-005
5,337692e-001	1,305364e-005
5,342885e-001	1,542702e-005
5,348077e-001	1,813947e-005
5,353269e-001	1,525750e-005
5,358462e-001	1,000214e-005
5,363654e-001	8,815442e-006
5,368846e-001	9,663081e-006
5,374038e-001	5,763943e-006
5,379231e-001	4,746776e-006
5,384423e-001	8,815442e-006
5,389615e-001	7,628748e-006
5,394808e-001	3,560082e-006
5,400000e-001	1,864805e-006
5,405192e-001	1,186694e-006
5,410385e-001	0,000000e+000
5,415577e-001	8,476387e-007
5,420769e-001	3,390555e-006
5,425962e-001	3,560082e-006
5,431154e-001	1,017166e-006
5,436346e-001	1,356222e-006
5,441538e-001	1,864805e-006
5,446731e-001	1,017166e-006
5,451923e-001	1,695277e-007
5,457115e-001	1,525750e-006
5,462308e-001	1,695277e-006
5,467500e-001	8,306859e-006
5,472692e-001	1,254505e-005
5,477885e-001	1,407080e-005
5,483077e-001	1,542702e-005
5,488269e-001	1,763088e-005
5,493462e-001	1,678325e-005
5,498654e-001	1,542702e-005
5,503846e-001	1,644419e-005
5,509038e-001	1,576608e-005
5,514231e-001	1,271458e-005
5,519423e-001	8,984970e-006
5,524615e-001	6,272526e-006
5,529808e-001	6,611582e-006
5,535000e-001	1,000214e-005
5,540192e-001	1,034119e-005
5,545385e-001	8,645915e-006
5,550577e-001	8,984970e-006
5,555769e-001	9,324025e-006
5,560962e-001	8,476387e-006
5,566154e-001	9,324025e-006
5,571346e-001	1,017166e-005
5,576538e-001	7,967803e-006
5,581731e-001	6,442054e-006
5,586923e-001	4,577249e-006
5,592115e-001	4,916305e-006
5,597308e-001	4,746776e-006
5,602500e-001	4,577249e-006
5,607692e-001	4,916305e-006
5,612885e-001	4,916305e-006
5,618077e-001	4,577249e-006
5,623269e-001	4,238194e-006
5,628462e-001	3,221027e-006
5,633654e-001	3,221027e-006
5,638846e-001	3,899138e-006
5,644038e-001	4,068666e-006
5,649231e-001	4,577249e-006
5,654423e-001	2,881972e-006
5,659615e-001	1,695277e-007
5,664808e-001	2,203861e-006
5,670000e-001	1,356222e-006
5,675192e-001	0,000000e+000
5,680385e-001	4,238194e-006
5,685577e-001	5,085832e-006
5,690769e-001	3,051499e-006
5,695962e-001	8,476387e-007
5,701154e-001	3,390555e-007
5,706346e-001	2,881972e-006
5,711538e-001	5,255360e-006
5,716731e-001	5,255360e-006
5,721923e-001	4,916305e-006
5,727115e-001	2,881972e-006
5,732308e-001	1,186694e-006
5,737500e-001	8,476387e-007
5,742692e-001	2,203861e-006
5,747885e-001	1,186694e-006
5,753077e-001	8,476387e-007
5,758269e-001	1,695277e-006
5,763462e-001	3,899138e-006
5,768654e-001	5,085832e-006
5,773846e-001	3,390555e-006
5,779038e-001	3,390555e-006
5,784231e-001	4,238194e-006
5,789423e-001	2,542916e-006
5,794615e-001	1,186694e-006
5,799808e-001	3,560082e-006
5,805000e-001	5,255360e-006
5,810192e-001	5,763943e-006
5,815385e-001	4,746776e-006
5,820577e-001	3,051499e-006
5,825769e-001	2,881972e-006
5,830962e-001	1,186694e-006
5,836154e-001	3,390555e-007
5,841346e-001	1,017166e-006
5,846538e-001	4,916305e-006
5,851731e-001	6,272526e-006
5,856923e-001	6,611582e-006
5,862115e-001	8,306859e-006
5,867308e-001	8,306859e-006
5,872500e-001	5,085832e-006
5,877692e-001	4,577249e-006
5,882885e-001	6,272526e-006
5,888077e-001	4,407721e-006
5,893269e-001	8,476387e-007
5,898462e-001	8,476387e-007
5,903654e-001	3,899138e-006
5,908846e-001	3,899138e-006
5,914038e-001	6,781109e-007
5,919231e-001	2,203861e-006
5,924423e-001	2,542916e-006
5,929615e-001	6,102998e-006
5,934808e-001	5,424887e-006
5,940000e-001	1,864805e-006
5,945192e-001	8,476387e-007
5,950385e-001	1,864805e-006
5,955577e-001	3,221027e-006
5,960769e-001	5,255360e-006
5,965962e-001	5,763943e-006
5,971154e-001	2,203861e-006
5,976346e-001	6,781109e-007
5,981538e-001	3,390555e-007
5,986731e-001	3,899138e-006
5,991923e-001	6,442054e-006
5,997115e-001	7,628748e-006
6,002308e-001	6,442054e-006
6,007500e-001	6,950637e-006
6,012692e-001	5,085832e-006
6,017885e-001	3,560082e-006
6,023077e-001	8,645915e-006
6,028269e-001	1,237552e-005
6,033462e-001	1,034119e-005
6,038654e-001	6,102998e-006
6,043846e-001	2,881972e-006
6,049038e-001	6,950637e-006
6,054231e-001	1,525750e-006
6,059423e-001	5,085832e-007
6,064615e-001	3,899138e-006
6,069808e-001	5,763943e-006
6,075000e-001	6,272526e-006
6,080192e-001	7,628748e-006
6,085385e-001	9,493552e-006
6,090577e-001	1,254505e-005
6,095769e-001	1,508797e-005
6,100962e-001	1,644419e-005
6,106154e-001	1,678325e-005
6,111346e-001	1,051072e-005
6,116538e-001	3,899138e-006
6,121731e-001	1,525750e-006
6,126923e-001	3,729610e-006
6,132115e-001	1,186694e-006
6,137308e-001	1,017166e-006
6,142500e-001	7,628748e-006
6,147692e-001	1,068025e-005
6,152885e-001	5,763943e-006
6,158077e-001	6,781109e-007
6,163269e-001	3,729610e-006
6,168462e-001	2,712444e-006
6,173654e-001	2,203861e-006
6,178846e-001	1,695277e-007
6,184038e-001	2,034333e-006
6,189231e-001	4,577249e-006
6,194423e-001	1,864805e-006
6,199615e-001	1,864805e-006
6,204808e-001	1,525750e-006
6,210000e-001	5,085832e-007
6,215192e-001	1,525750e-006
6,220385e-001	3,051499e-006
6,225577e-001	1,695277e-006
6,230769e-001	7,120165e-006
6,235962e-001	1,000214e-005
6,241154e-001	7,628748e-006
6,246346e-001	3,899138e-006
6,251538e-001	8,476387e-007
6,256731e-001	5,085832e-007
6,261923e-001	2,881972e-006
6,267115e-001	6,102998e-006
6,272308e-001	4,577249e-006
6,277500e-001	3,390555e-007
6,282692e-001	2,034333e-006
6,287885e-001	8,476387e-007
6,293077e-001	5,763943e-006
6,298269e-001	4,068666e-006
6,303462e-001	3,729610e-006
6,308654e-001	3,899138e-006
6,313846e-001	3,051499e-006
6,319038e-001	5,085832e-007
6,324231e-001	1,186694e-006
6,329423e-001	5,085832e-007
6,334615e-001	5,255360e-006
6,339808e-001	8,984970e-006
6,345000e-001	7,628748e-006
6,350192e-001	6,611582e-006
6,355385e-001	8,984970e-006
6,360577e-001	1,017166e-005
6,365769e-001	7,289692e-006
6,370962e-001	6,611582e-006
6,376154e-001	8,476387e-006
6,381346e-001	1,017166e-005
6,386538e-001	9,832609e-006
6,391731e-001	5,085832e-006
6,396923e-001	1,864805e-006
6,402115e-001	2,881972e-006
6,407308e-001	1,695277e-006
6,412500e-001	1,186694e-006
6,417692e-001	1,864805e-006
6,422885e-001	5,594415e-006
6,428077e-001	5,594415e-006
6,433269e-001	3,899138e-006
6,438462e-001	4,916305e-006
6,443654e-001	4,916305e-006
6,448846e-001	5,594415e-006
6,454038e-001	1,186694e-006
6,459231e-001	9,324025e-006
6,464423e-001	1,101930e-005
6,469615e-001	5,933471e-006
6,474808e-001	6,781109e-007
6,480000e-001	1,186694e-006
6,485192e-001	5,933471e-006
6,490385e-001	7,628748e-006
6,495577e-001	4,238194e-006
6,500769e-001	8,476387e-007
6,505962e-001	1,017166e-006
6,511154e-001	2,034333e-006
6,516346e-001	6,781109e-007
6,521538e-001	0,000000e+000
6,526731e-001	2,203861e-006
6,531923e-001	1,525750e-006
6,537115e-001	4,238194e-006
6,542308e-001	9,324025e-006
6,547500e-001	5,085832e-007
6,552692e-001	1,203647e-005
6,557885e-001	8,984970e-006
6,563077e-001	1,186694e-006
6,568269e-001	4,916305e-006
6,573462e-001	1,068025e-005
6,578654e-001	8,476387e-006
6,583846e-001	4,068666e-006
6,589038e-001	3,560082e-006
6,594231e-001	2,034333e-006
6,599423e-001	7,459220e-006
6,604615e-001	7,120165e-006
6,609808e-001	2,542916e-006
6,615000e-001	3,221027e-006
6,620192e-001	5,255360e-006
6,625385e-001	2,881972e-006
6,630577e-001	1,695277e-006
6,635769e-001	4,916305e-006
6,640962e-001	4,577249e-006
6,646154e-001	1,864805e-006
6,651346e-001	2,373388e-006
6,656538e-001	3,560082e-006
6,661731e-001	3,899138e-006
6,666923e-001	1,017166e-006
6,672115e-001	5,594415e-006
6,677308e-001	7,289692e-006
6,682500e-001	2,203861e-006
6,687692e-001	1,186694e-006
6,692885e-001	3,390555e-007
6,698077e-001	4,916305e-006
6,703269e-001	8,984970e-006
6,708462e-001	1,271458e-005
6,713654e-001	1,491844e-005
6,718846e-001	1,186694e-005
6,724038e-001	8,137332e-006
6,729231e-001	1,051072e-005
6,734423e-001	1,068025e-005
6,739615e-001	1,169741e-005
6,744808e-001	1,373175e-005
6,750000e-001	1,288411e-005
6,755192e-001	8,984970e-006
6,760385e-001	4,577249e-006
6,765577e-001	4,916305e-006
6,770769e-001	8,815442e-006
6,775962e-001	1,169741e-005
6,781154e-001	1,118883e-005
6,786346e-001	1,000214e-005
6,791538e-001	8,815442e-006
6,796731e-001	8,476387e-006
6,801923e-001	1,000214e-005
6,807115e-001	1,322316e-005
6,812308e-001	1,407080e-005
6,817500e-001	1,559655e-005
6,822692e-001	1,339269e-005
6,827885e-001	7,967803e-006
6,833077e-001	6,442054e-006
6,838269e-001	9,663081e-006
6,843462e-001	8,137332e-006
6,848654e-001	2,034333e-006
6,853846e-001	1,695277e-007
6,859038e-001	1,525750e-006
6,864231e-001	4,068666e-006
6,869423e-001	7,967803e-006
6,874615e-001	8,645915e-006
6,879808e-001	6,442054e-006
6,885000e-001	2,712444e-006
6,890192e-001	1,017166e-006
6,895385e-001	4,916305e-006
6,900577e-001	4,746776e-006
6,905769e-001	2,203861e-006
6,910962e-001	1,864805e-006
6,916154e-001	2,542916e-006
6,921346e-001	3,221027e-006
6,926538e-001	6,272526e-006
6,931731e-001	1,000214e-005
6,936923e-001	6,442054e-006
6,942115e-001	1,017166e-006
6,947308e-001	8,476387e-007
6,952500e-001	2,712444e-006
6,957692e-001	1,695277e-007
6,962885e-001	2,881972e-006
6,968077e-001	8,476387e-007
6,973269e-001	3,390555e-007
6,978462e-001	1,525750e-006
6,983654e-001	1,695277e-007
6,988846e-001	3,390555e-006
6,994038e-001	6,950637e-006
6,999231e-001	6,272526e-006
7,004423e-001	2,034333e-006
7,009615e-001	1,186694e-006
7,014808e-001	3,560082e-006
7,020000e-001	4,916305e-006
7,025192e-001	4,238194e-006
7,030385e-001	5,085832e-007
7,035577e-001	8,476387e-007
7,040769e-001	6,442054e-006
7,045962e-001	5,594415e-006
7,051154e-001	5,085832e-007
7,056346e-001	8,476387e-007
7,061538e-001	2,203861e-006
7,066731e-001	4,238194e-006
7,071923e-001	3,729610e-006
7,077115e-001	5,085832e-007
7,082308e-001	3,560082e-006
7,087500e-001	3,729610e-006
7,092692e-001	8,476387e-007
7,097885e-001	3,560082e-006
7,103077e-001	3,560082e-006
7,108269e-001	4,407721e-006
7,113462e-001	6,611582e-006
7,118654e-001	6,442054e-006
7,123846e-001	5,594415e-006
7,129038e-001	5,594415e-006
7,134231e-001	9,663081e-006
7,139423e-001	1,525750e-005
7,144615e-001	1,712230e-005
7,149808e-001	1,796994e-005
7,155000e-001	2,254719e-005
7,160192e-001	2,458152e-005
7,165385e-001	1,678325e-005
7,170577e-001	7,289692e-006
7,175769e-001	3,729610e-006
7,180962e-001	6,442054e-006
7,186154e-001	9,663081e-006
7,191346e-001	7,628748e-006
7,196538e-001	6,950637e-006
7,201731e-001	6,950637e-006
7,206923e-001	9,324025e-006
7,212115e-001	1,407080e-005
7,217308e-001	1,559655e-005
7,222500e-001	9,663081e-006
7,227692e-001	5,594415e-006
7,232885e-001	2,881972e-006
7,238077e-001	1,695277e-007
7,243269e-001	1,864805e-006
7,248462e-001	6,950637e-006
7,253654e-001	8,137332e-006
7,258846e-001	5,594415e-006
7,264038e-001	5,763943e-006
7,269231e-001	9,663081e-006
7,274423e-001	1,034119e-005
7,279615e-001	0,000000e+000
7,284808e-001	1,474891e-005
7,290000e-001	2,661586e-005
7,295192e-001	3,475319e-005
7,300385e-001	3,831327e-005
7,305577e-001	2,644633e-005
7,310769e-001	5,085832e-007
7,315962e-001	2,288624e-005
7,321154e-001	2,339483e-005
7,326346e-001	6,272526e-006
7,331538e-001	1,186694e-005
7,336731e-001	1,796994e-005
7,341923e-001	1,390127e-005
7,347115e-001	3,899138e-006
7,352308e-001	4,916305e-006
7,357500e-001	1,695277e-007
7,362692e-001	1,525750e-005
7,367885e-001	2,661586e-005
7,373077e-001	3,000641e-005
7,378269e-001	3,051499e-005
7,383462e-001	2,898924e-005
7,388654e-001	2,441199e-005
7,393846e-001	2,000427e-005
7,399038e-001	2,186908e-005
7,404231e-001	2,492058e-005
7,409423e-001	2,271672e-005
7,414615e-001	1,949569e-005
7,419808e-001	1,627466e-005
7,425000e-001	1,440986e-005
7,430192e-001	8,476387e-006
7,435385e-001	2,881972e-006
7,440577e-001	2,542916e-006
7,445769e-001	9,663081e-006
7,450962e-001	1,678325e-005
7,456154e-001	2,322530e-005
7,461346e-001	2,644633e-005
7,466538e-001	3,136263e-005
7,471731e-001	4,136477e-005
7,476923e-001	4,831541e-005
7,482115e-001	4,475532e-005
7,487308e-001	3,000641e-005
7,492500e-001	1,457938e-005
7,497692e-001	1,271458e-005
7,502885e-001	2,136049e-005
7,508077e-001	3,153216e-005
7,513269e-001	3,543130e-005
7,518462e-001	3,237980e-005
7,523654e-001	3,678752e-005
7,528846e-001	4,831541e-005
7,534038e-001	5,543557e-005
7,539231e-001	4,594202e-005
7,544423e-001	2,492058e-005
7,549615e-001	6,611582e-006
7,554808e-001	1,864805e-006
7,560000e-001	5,255360e-006
7,565192e-001	3,390555e-007
7,570385e-001	5,255360e-006
7,575577e-001	1,000214e-005
7,580769e-001	3,271886e-005
7,585962e-001	4,238193e-005
7,591154e-001	3,136263e-005
7,596346e-001	9,154497e-006
7,601538e-001	3,899138e-006
7,606731e-001	1,525750e-006
7,611923e-001	1,474891e-005
7,617115e-001	1,695277e-005
7,622308e-001	1,034119e-005
7,627500e-001	3,221027e-006
7,632692e-001	2,610727e-005
7,637885e-001	4,594202e-005
7,643077e-001	6,408149e-005
7,648269e-001	8,289906e-005
7,653462e-001	9,493553e-005
7,658654e-001	8,289906e-005
7,663846e-001	5,916518e-005
7,669038e-001	5,594415e-005
7,674231e-001	7,001495e-005
7,679423e-001	6,764157e-005
7,684615e-001	4,102571e-005
7,689808e-001	6,950637e-006
7,695000e-001	5,001068e-005
7,700192e-001	5,763943e-005
7,705385e-001	4,865446e-005
7,710577e-001	3,831327e-005
7,715769e-001	3,763515e-005
7,720962e-001	5,407935e-005
7,726154e-001	6,459007e-005
7,731346e-001	5,814801e-005
7,736538e-001	4,594202e-005
7,741731e-001	3,729610e-005
7,746923e-001	3,644846e-005
7,752115e-001	3,661799e-005
7,757308e-001	4,000855e-005
7,762500e-001	5,679179e-005
7,767692e-001	8,493339e-005
7,772885e-001	1,005299e-004
7,778077e-001	8,459434e-005
7,783269e-001	6,526818e-005
7,788462e-001	5,730037e-005
7,793654e-001	6,170809e-005
7,798846e-001	6,984543e-005
7,804038e-001	4,560296e-005
7,809231e-001	3,221027e-006
7,814423e-001	2,339483e-005
7,819615e-001	2,542916e-005
7,824808e-001	1,356222e-005
7,830000e-001	1,017166e-006
7,835192e-001	3,899138e-006
7,840385e-001	1,440986e-005
7,845577e-001	2,831113e-005
7,850769e-001	3,560082e-006
7,855962e-001	4,933257e-005
7,861154e-001	7,459220e-005
7,866346e-001	4,933257e-005
7,871538e-001	2,542916e-005
7,876731e-001	5,509651e-005
7,881923e-001	9,696987e-005
7,887115e-001	8,662867e-005
7,892308e-001	3,577035e-005
7,897500e-001	1,186694e-006
7,902692e-001	8,645915e-006
7,907885e-001	1,542702e-005
7,913077e-001	1,780041e-005
7,918269e-001	6,442054e-006
7,923462e-001	5,424887e-006
7,928654e-001	2,966735e-005
7,933846e-001	5,662226e-005
7,939038e-001	5,950423e-005
7,944231e-001	5,170596e-005
7,949423e-001	5,085832e-005
7,954615e-001	5,780896e-005
7,959808e-001	6,425102e-005
7,965000e-001	6,747204e-005
7,970192e-001	6,764157e-005
7,975385e-001	6,492913e-005
7,980577e-001	5,730037e-005
7,985769e-001	5,289265e-005
7,990962e-001	5,374029e-005
7,996154e-001	4,611155e-005
8,001346e-001	3,305791e-005
8,006538e-001	3,339697e-005
8,011731e-001	4,306004e-005
8,016923e-001	4,356863e-005
8,022115e-001	3,543130e-005
8,027308e-001	3,390555e-005
8,032500e-001	3,678752e-005
8,037692e-001	1,525750e-005
8,042885e-001	3,424460e-005
